,ds,yhat,yhat_lower,yhat_upper
633,2021-11-20 15:14:34,27702675.174733184,13006152.650427787,40786295.12909553
634,2021-11-20 15:14:39,27689130.38682951,13921473.713844946,42027745.96831416
635,2021-11-20 15:14:44,27675585.598925836,13782394.495937206,41799095.83349299
636,2021-11-20 15:14:49,27662040.811022162,12850147.548331048,42163186.499954656
637,2021-11-20 15:14:54,27648496.023118492,14516845.904072085,41391664.46394829
638,2021-11-20 15:14:59,27634951.235214815,14469140.855803879,41739265.4656717
639,2021-11-20 15:15:04,27621406.447311137,12701662.656239083,43200185.83991224
640,2021-11-20 15:15:09,27607861.65940747,13789849.695023471,41635524.175271615
641,2021-11-20 15:15:14,27594316.871503793,14046981.724640332,40753025.13120025
642,2021-11-20 15:15:19,27580772.083600115,13934245.77670879,41272399.560213074
643,2021-11-20 15:15:24,27567227.295696445,12967423.746676242,42081046.03743544
644,2021-11-20 15:15:29,27553682.50779277,14782880.127807548,40747368.2375051
645,2021-11-20 15:15:34,27540137.719889097,13899100.169971114,40335340.46587444
646,2021-11-20 15:15:39,27526592.931985423,14544734.26150106,42093594.26686591
647,2021-11-20 15:15:44,27513048.144081745,13482991.605590032,42186846.290099524
648,2021-11-20 15:15:49,27499503.356178075,14026276.825228715,40614631.52153095
649,2021-11-20 15:15:54,27485958.5682744,13139353.897578392,40827543.001366496
650,2021-11-20 15:15:59,27472413.780370723,13123044.704964027,40336638.42563018
651,2021-11-20 15:16:04,27458868.99246705,14524497.455437724,40368983.87971791
652,2021-11-20 15:16:09,27445324.20456338,13006431.305430997,41703353.717185296
653,2021-11-20 15:16:14,27431779.4166597,15058201.874745961,40872901.69477101
654,2021-11-20 15:16:19,27418234.628756028,14442159.855044179,41575446.53934764
655,2021-11-20 15:16:24,27404689.840852354,14535819.598174421,42834967.84910926
656,2021-11-20 15:16:29,27391145.05294868,13386621.792598678,41052617.73169859
657,2021-11-20 15:16:34,27377600.265045006,14372069.63820246,41226161.74718211
658,2021-11-20 15:16:39,27364055.477141332,12666757.128893698,40959869.894461885
659,2021-11-20 15:16:44,27350510.689237654,13831001.337451646,42113791.05010105
660,2021-11-20 15:16:49,27336965.901333984,13913008.147479411,40712916.98829736
661,2021-11-20 15:16:54,27323421.11343031,12544677.35454277,42578206.90443643
662,2021-11-20 15:16:59,27309876.325526632,13342799.567560099,43030705.54519306
663,2021-11-20 15:17:04,27296331.537622962,12743377.101021595,41851722.20463822
664,2021-11-20 15:17:09,27282786.74971929,14038335.416042907,41144570.093800664
665,2021-11-20 15:17:14,27269241.96181561,13721218.152390642,42275630.64490898
666,2021-11-20 15:17:19,27255697.173911937,12252557.809072403,39360815.75709299
667,2021-11-20 15:17:24,27242152.386008266,12279691.131012486,41786643.87332479
668,2021-11-20 15:17:29,27228607.598104592,13076185.636170363,41470663.14442594
669,2021-11-20 15:17:34,27215062.81020092,13507108.313152343,40333953.43008912
670,2021-11-20 15:17:39,27201518.02229724,14077992.124979444,41453608.16288413
671,2021-11-20 15:17:44,27187973.234393567,12633453.501076767,41211336.69872796
672,2021-11-20 15:17:49,27174428.446489897,13828949.12499975,39929134.002029225
673,2021-11-20 15:17:54,27160883.65858622,13924111.753918912,40297272.33206036
674,2021-11-20 15:17:59,27147338.87068254,14536839.046489954,41310647.796755835
675,2021-11-20 15:18:04,27133794.082778875,12715020.472197367,39178804.22894755
676,2021-11-20 15:18:09,27120249.294875197,14075672.804529473,39860497.75480944
677,2021-11-20 15:18:14,27106704.506971523,14463555.40724594,42021363.22599615
678,2021-11-20 15:18:19,27093159.71906785,12990293.47473111,41631944.36379944
679,2021-11-20 15:18:24,27079614.931164175,13751112.492652712,41068516.229460195
680,2021-11-20 15:18:29,27066070.1432605,13554591.99019614,41652104.3283729
681,2021-11-20 15:18:34,27052525.355356827,14327237.060224524,40108996.55576778
682,2021-11-20 15:18:39,27038980.56745315,12177006.497238223,38555496.292627335
683,2021-11-20 15:18:44,27025435.77954948,12362002.194466582,41175171.670552805
684,2021-11-20 15:18:49,27011890.991645806,12825640.489582632,41110454.80906912
685,2021-11-20 15:18:54,26998346.203742128,13070055.697893694,40652754.77336251
686,2021-11-20 15:18:59,26984801.415838454,13732167.998208271,39964139.90184301
687,2021-11-20 15:19:04,26971256.627934784,13073907.900530828,40578240.22620624
688,2021-11-20 15:19:09,26957711.840031106,14746919.56115624,40643343.90647582
689,2021-11-20 15:19:14,26944167.052127432,11783938.948096119,41786458.9102382
690,2021-11-20 15:19:19,26930622.264223758,14211760.447953386,40152474.85567049
691,2021-11-20 15:19:24,26917077.476320084,13243606.949815473,41295525.83052388
692,2021-11-20 15:19:29,26908108.31553961,13372845.202351272,41339956.733266845
693,2021-11-20 15:19:34,26899139.15475914,12423519.632038923,40698805.92611124
694,2021-11-20 15:19:39,26890169.99397866,12623511.39629691,41190701.57437314
695,2021-11-20 15:19:44,26881200.83319819,12848857.999609178,40208265.95375852
696,2021-11-20 15:19:49,26872231.67241771,11928277.191627508,39819661.21349974
697,2021-11-20 15:19:54,26863262.51163724,13115607.422200447,40680743.611905105
698,2021-11-20 15:19:59,26854293.350856766,13507747.435076648,39761487.613163814
699,2021-11-20 15:20:04,26845324.19007629,13767208.560247336,40682252.762185104
700,2021-11-20 15:20:09,26836355.02929582,12010891.176523635,40857614.733894885
701,2021-11-20 15:20:14,26827385.868515346,14178965.807883056,40316793.240142316
702,2021-11-20 15:20:19,26818416.70773487,13349248.25682468,40906926.142210394
703,2021-11-20 15:20:24,26809447.546954397,13860496.762634361,41368732.65011273
704,2021-11-20 15:20:29,26800478.386173923,13719883.368680984,40995947.36492125
705,2021-11-20 15:20:34,26791509.225393448,12064683.22252813,40378682.44449571
706,2021-11-20 15:20:39,26782540.064612977,12511291.719519364,41011208.67914374
707,2021-11-20 15:20:44,26773570.903832503,12811332.838784223,39724086.75847905
708,2021-11-20 15:20:49,26764601.743052028,11045651.196430562,39954322.18407487
709,2021-11-20 15:20:54,26755632.582271554,12524312.815175649,40045577.208562136
710,2021-11-20 15:20:59,26746663.421491083,13505128.890447102,40753536.81600384
711,2021-11-20 15:21:04,26737694.260710604,13005728.945630101,40309704.15598919
712,2021-11-20 15:21:09,26728725.099930134,12370531.62392034,40058449.64753794
713,2021-11-20 15:21:14,26719755.93914966,12403493.626092592,39468203.01474422
714,2021-11-20 15:21:19,26710786.77836919,11915359.628760567,40208751.94154315
715,2021-11-20 15:21:24,26701817.61758871,11764791.859769113,39852756.94854572
716,2021-11-20 15:21:29,26692848.456808235,13821431.695740942,41233862.755674005
717,2021-11-20 15:21:34,26683879.296027765,13755030.646387747,38955283.76478378
718,2021-11-20 15:21:39,26674910.135247286,12187338.884795949,40573233.9508554
719,2021-11-20 15:21:44,26665940.974466816,13171409.276833242,39455592.1879846
720,2021-11-20 15:21:49,26656971.81368634,13407262.399716707,40651137.75072502
721,2021-11-20 15:21:54,26648002.65290587,12546792.183989692,41188427.319996364
722,2021-11-20 15:21:59,26639033.492125396,10305835.61004821,40150204.830867
723,2021-11-20 15:22:04,26630064.33134492,12814202.913327917,39738500.38616386
724,2021-11-20 15:22:09,26621095.170564447,13738517.412268074,39703266.15926376
725,2021-11-20 15:22:14,26612126.009783976,14099138.375865262,40888456.23746992
726,2021-11-20 15:22:19,26603156.849003498,12655275.873890102,40712683.13975515
727,2021-11-20 15:22:24,26594187.688223027,12486694.07068938,40600855.13417176
728,2021-11-20 15:22:29,26585218.527442552,11228829.592091722,40484061.452271275
729,2021-11-20 15:22:34,26576249.366662078,10637487.012664722,40945640.868235275
730,2021-11-20 15:22:39,26567280.205881603,12355432.261831196,40140052.0316693
731,2021-11-20 15:22:44,26558311.045101132,12510832.933198914,40098498.670338966
732,2021-11-20 15:22:49,26549341.884320654,14150719.335102642,39969958.744177505
733,2021-11-20 15:22:54,26540372.72354018,9928047.031990103,41043577.85223328
734,2021-11-20 15:22:59,26531403.56275971,12805762.690101078,40518458.27294486
735,2021-11-20 15:23:04,26522434.401979234,13719681.72474367,39863562.98467411
736,2021-11-20 15:23:09,26513465.241198763,12434408.080196748,39846359.09024901
737,2021-11-20 15:23:14,26504496.080418285,13413484.797521781,39722317.59583313
738,2021-11-20 15:23:19,26495526.919637814,12536323.071427176,40144200.43155092
739,2021-11-20 15:23:24,26486557.75885734,12821567.498183731,40148087.82813017
740,2021-11-20 15:23:29,26477588.598076865,13179262.029388443,40641294.60691606
741,2021-11-20 15:23:34,26468619.43729639,12977425.863936074,40846049.73750447
742,2021-11-20 15:23:39,26459650.27651592,14059987.81426442,39289676.680552915
743,2021-11-20 15:23:44,26450681.115735445,12230818.702299435,40215471.755482964
744,2021-11-20 15:23:49,26441711.95495497,12760050.22418855,41499007.60333979
745,2021-11-20 15:23:54,26432742.794174496,13319924.523938807,39111203.47306581
746,2021-11-20 15:23:59,26423773.633394025,11880892.934254117,39298648.73014614
747,2021-11-20 15:24:04,26414804.472613547,14596516.369497987,40403959.53050326
748,2021-11-20 15:24:09,26405835.311833076,12308303.890676808,40062214.20327239
749,2021-11-20 15:24:14,26396866.1510526,13932301.062713632,39763453.70765226
750,2021-11-20 15:24:19,26387896.99027213,11903652.72873984,39435499.854655035
751,2021-11-20 15:24:24,26378927.829491653,13109530.121008694,40300820.94694015
752,2021-11-20 15:24:29,26369958.668711178,12349690.086261502,39661703.19381928
753,2021-11-20 15:24:34,26360989.507930707,11692710.31150899,40098514.073156156
754,2021-11-20 15:24:39,26352020.34715023,11598180.935048334,40615867.4524216
755,2021-11-20 15:24:44,26343051.186369758,10098356.673306553,40756736.16879693
756,2021-11-20 15:24:49,26334082.025589284,14452126.878396135,40080457.67952844
757,2021-11-20 15:24:54,26325112.864808813,13719063.109664394,39698196.28025244
758,2021-11-20 15:24:59,26316143.70402834,12347566.827416541,40322375.640008
759,2021-11-20 15:25:04,26307174.543247864,12593947.940236084,39211182.01765369
760,2021-11-20 15:25:09,26298205.38246739,11774198.318673253,38741607.48657441
761,2021-11-20 15:25:14,26295182.915983893,13104452.827576103,41063692.78595998
762,2021-11-20 15:25:19,26292160.449500393,12624049.855187424,39562048.64205255
763,2021-11-20 15:25:24,26289137.983016897,13121840.439286351,39526775.43479391
764,2021-11-20 15:25:29,26286115.516533397,13986903.12983563,39316465.39969637
765,2021-11-20 15:25:34,26283093.050049905,12376565.0677612,39710894.23743957
766,2021-11-20 15:25:39,26280070.583566405,12836302.685511248,40440048.82177614
767,2021-11-20 15:25:44,26277048.117082905,13091528.940648133,40397716.622235276
768,2021-11-20 15:25:49,26274025.65059941,12019691.179328023,39460773.26277861
769,2021-11-20 15:25:54,26271003.18411591,11119583.019406512,39177956.82497096
770,2021-11-20 15:25:59,26267980.717632413,12202204.6317741,39815454.82259794
771,2021-11-20 15:26:04,26264958.251148913,12471107.015427835,40363693.462826796
772,2021-11-20 15:26:09,26261935.78466542,12116697.000617545,41226930.31205153
773,2021-11-20 15:26:14,26258913.31818192,13034315.811780235,40473558.23077455
774,2021-11-20 15:26:19,26255890.851698425,12778644.16274597,40210699.50101548
775,2021-11-20 15:26:24,26252868.385214925,13572876.652858047,42611934.53187414
776,2021-11-20 15:26:29,26249845.91873143,12736158.922971059,40675206.005023785
777,2021-11-20 15:26:34,26246823.45224793,11751445.966585644,41148985.8651958
778,2021-11-20 15:26:39,26243800.985764436,11851438.194864014,39561878.020846665
779,2021-11-20 15:26:44,26240778.519280937,12746859.53046756,40137346.62841339
780,2021-11-20 15:26:49,26237756.052797437,12684628.194978138,38513317.288648196
781,2021-11-20 15:26:54,26234733.58631394,12514919.846146556,38123959.04051871
782,2021-11-20 15:26:59,26231711.11983044,11333277.886128563,40214192.59286825
783,2021-11-20 15:27:04,26228688.653346945,11970782.453727463,40094943.07215603
784,2021-11-20 15:27:09,26225666.186863445,12490856.013361583,39719371.224639416
785,2021-11-20 15:27:14,26222643.72037995,11174681.699770497,39379276.38251726
786,2021-11-20 15:27:19,26219621.253896452,10523602.052979583,37978524.806758694
787,2021-11-20 15:27:24,26216598.787412956,12854196.11015212,38394281.67298698
788,2021-11-20 15:27:29,26213576.320929457,14146222.6285585,39314703.79195219
789,2021-11-20 15:27:34,26210553.85444596,13150787.795701185,39596420.72559914
790,2021-11-20 15:27:39,26207531.38796246,11374802.247511819,38939872.60130215
791,2021-11-20 15:27:44,26204508.921478968,13002116.88054677,39085097.93360743
792,2021-11-20 15:27:49,26201486.45499547,13454112.870771304,39737552.85917315
793,2021-11-20 15:27:54,26198463.98851197,13731071.043198273,39558408.85557702
794,2021-11-20 15:27:59,26195441.522028472,13165883.11711199,39788849.120165214
795,2021-11-20 15:28:04,26192419.055544972,14132839.560957408,40257476.45835615
796,2021-11-20 15:28:09,26189396.589061476,13745998.579446368,40100697.40699901
797,2021-11-20 15:28:14,26186374.122577976,12418497.378553836,40076079.77784544
798,2021-11-20 15:28:19,26183351.65609448,13248969.292511413,39085913.58904147
799,2021-11-20 15:28:24,26180329.189610984,12672197.774790302,39712900.42957904
800,2021-11-20 15:28:29,26177306.723127488,11520202.415967513,40158819.99516612
801,2021-11-20 15:28:34,26174284.25664399,12142917.297021821,38833329.45434247
802,2021-11-20 15:28:39,26171261.790160492,11961492.451807152,40361527.903200515
803,2021-11-20 15:28:44,26168239.323676992,13162377.391465902,41043344.363340154
804,2021-11-20 15:28:49,26165216.8571935,11471877.19700276,40707759.50905293
805,2021-11-20 15:28:54,26162194.39071,10742019.521216048,40242974.48595222
806,2021-11-20 15:28:59,26159171.9242265,11943660.579673544,40429253.07054822
807,2021-11-20 15:29:04,26156149.457743004,12152514.05968321,40484197.3253099
808,2021-11-20 15:29:09,26153126.991259504,13336414.601795502,39627623.03111653
809,2021-11-20 15:29:14,26150104.524776008,13337442.113409303,38729276.21454679
810,2021-11-20 15:29:19,26147082.058292508,12681096.642360413,40201384.88942364
811,2021-11-20 15:29:24,26144059.591809016,11499887.380532278,40599485.77773326
812,2021-11-20 15:29:29,26141037.125325516,12318574.010400066,38616526.212446116
813,2021-11-20 15:29:34,26138014.65884202,12325140.07780008,40317134.22758886
814,2021-11-20 15:29:39,26134992.19235852,14179441.416785078,40574908.632172026
815,2021-11-20 15:29:44,26131969.725875024,12142112.899957052,39137225.65854088
816,2021-11-20 15:29:49,26128947.259391524,12886328.35368764,40273744.817448325
817,2021-11-20 15:29:54,26125924.792908028,11708796.675008068,39805245.49570398
818,2021-11-20 15:29:59,26122902.32642453,13584494.529279443,40704276.9919504
819,2021-11-20 15:30:04,26119879.85994103,13035705.317057816,42040104.71473419
820,2021-11-20 15:30:09,26116857.393457536,12213347.515145117,39356375.97271705
821,2021-11-20 15:30:14,26113834.926974036,12297100.33263708,40336383.237430334
822,2021-11-20 15:30:19,26110812.46049054,12923055.708412083,39678222.18550387
823,2021-11-20 15:30:24,26107789.99400704,12767853.49207699,39856234.996763766
824,2021-11-20 15:30:29,26104767.527523544,11516692.956557961,40136820.29696127
825,2021-11-20 15:30:34,26101745.061040048,12030998.495384542,41130074.478915766
826,2021-11-20 15:30:39,26098722.59455655,13083838.249518594,40587343.913404174
827,2021-11-20 15:30:44,26095700.12807305,12803773.22331795,40275282.26328773
828,2021-11-20 15:30:49,26092677.661589555,11180941.61683559,38040207.45588751
829,2021-11-20 15:30:54,26089655.19510606,12883648.254969489,38813846.7120221
830,2021-11-20 15:30:59,26091205.68220022,12294298.745394092,41257556.371467255
831,2021-11-20 15:31:04,26092756.169294383,12201282.46885244,39021805.8725108
832,2021-11-20 15:31:09,26094306.656388547,12127803.164793732,39563521.75480754
833,2021-11-20 15:31:14,26095857.143482707,13052193.342165934,40079890.909807086
834,2021-11-20 15:31:19,26097407.63057687,12002486.869107263,41062547.35429769
835,2021-11-20 15:31:24,26098958.11767103,12520808.884178702,40882792.11317696
836,2021-11-20 15:31:29,26100508.60476519,13134158.470650023,38462733.196224034
837,2021-11-20 15:31:34,26102059.091859356,12235762.507565616,39288804.84660553
838,2021-11-20 15:31:39,26103609.57895352,12586265.486053512,38868278.41375393
839,2021-11-20 15:31:44,26105160.066047683,12277902.261903595,39103179.99117318
840,2021-11-20 15:31:49,26106710.553141844,12809622.839146212,39425415.61231325
841,2021-11-20 15:31:54,26108261.040236004,11829753.2463312,40657610.47134586
842,2021-11-20 15:31:59,26109811.527330168,12024574.49662604,40290447.04877728
843,2021-11-20 15:32:04,26111362.01442433,10639749.860397704,40459468.427278504
844,2021-11-20 15:32:09,26112912.50151849,12412448.18027527,38885665.31308133
845,2021-11-20 15:32:14,26114462.988612656,13107462.845900405,39450608.131935626
846,2021-11-20 15:32:19,26116013.475706816,13425975.77940465,39976966.401412964
847,2021-11-20 15:32:24,26117563.962800976,12400245.790153986,39228405.15661728
848,2021-11-20 15:32:29,26119114.44989514,11940101.427136308,39887205.058908544
849,2021-11-20 15:32:34,26120664.936989304,12098854.829763154,38843451.91359943
850,2021-11-20 15:32:39,26122215.424083464,13305434.27805828,40088735.287919745
851,2021-11-20 15:32:44,26123765.911177628,11928142.952738652,38375793.25528116
852,2021-11-20 15:32:49,26125316.398271788,13696014.908828253,39233827.33654023
853,2021-11-20 15:32:54,26126866.88536595,12656553.66169813,39727491.40889739
854,2021-11-20 15:32:59,26128417.372460112,12041857.98868582,40838227.01057894
855,2021-11-20 15:33:04,26129967.859554276,12983581.176830074,41069660.16434167
856,2021-11-20 15:33:09,26131518.34664844,11728489.587422933,42551094.24907777
857,2021-11-20 15:33:14,26133068.8337426,12636877.714281745,41050495.7231727
858,2021-11-20 15:33:19,26134619.32083676,11844237.473494343,38866131.59123201
859,2021-11-20 15:33:24,26136169.807930924,13583574.202780806,40482147.60220635
860,2021-11-20 15:33:29,26137720.295025084,11553829.539903384,40229525.98831771
861,2021-11-20 15:33:34,26139270.78211925,13184764.472765595,39129157.799859434
862,2021-11-20 15:33:39,26140821.269213412,13284010.410106078,40556939.98398821
863,2021-11-20 15:33:44,26142371.756307572,13871100.210859416,39404322.55858771
864,2021-11-20 15:33:49,26143922.243401736,12616807.825002704,40089978.842387415
865,2021-11-20 15:33:54,26145472.730495896,11727393.391559897,40955180.7618811
866,2021-11-20 15:33:59,26147023.217590056,12794155.855627442,39834487.18466091
867,2021-11-20 15:34:04,26148573.704684224,11962188.565449143,39513905.91170736
868,2021-11-20 15:34:09,26150124.191778384,11539831.556236727,40733640.08541474
869,2021-11-20 15:34:14,26151674.678872544,12196371.26029527,40055373.43210989
870,2021-11-20 15:34:19,26153225.16596671,12422379.047446216,40432373.6084
871,2021-11-20 15:34:24,26154775.65306087,12734928.892083189,39973319.789998226
872,2021-11-20 15:34:29,26156326.140155036,13253578.87180189,40741213.05728205
873,2021-11-20 15:34:34,26157876.627249196,12819028.886464642,40246852.15096124
874,2021-11-20 15:34:39,26159427.114343356,11581660.30430006,40083407.998258784
875,2021-11-20 15:34:44,26160977.60143752,12499619.197843459,39333252.29812357
876,2021-11-20 15:34:49,26162528.08853168,12718806.404881597,39818251.583487935
877,2021-11-20 15:34:54,26164078.57562584,13421472.253129946,39265423.45483109
878,2021-11-20 15:34:59,26165629.06272001,12879684.483387943,39726595.82390603
879,2021-11-20 15:35:04,26167179.54981417,13521688.123912673,39480908.59727573
880,2021-11-20 15:35:09,26168730.03690833,11722058.402809322,39839951.11606426
881,2021-11-20 15:35:14,26170280.524002492,12104865.43020009,41576495.672565855
882,2021-11-20 15:35:19,26171831.011096653,11987038.449495979,40225070.05392887
883,2021-11-20 15:35:24,26173381.498190816,12130713.272716552,38752288.713319875
884,2021-11-20 15:35:29,26174931.98528498,11934652.696085619,40899877.91071874
885,2021-11-20 15:35:34,26176482.47237914,12179735.404899865,38982710.38985655
886,2021-11-20 15:35:39,26178032.959473304,12400152.705375122,39395355.413524315
887,2021-11-20 15:35:44,26179583.446567465,12723555.46051596,38946816.49801441
888,2021-11-20 15:35:49,26181133.933661625,11791891.026473135,39399085.06703944
889,2021-11-20 15:35:54,26182684.42075579,12959115.446873361,39653286.454788916
890,2021-11-20 15:35:59,26184234.907849953,13019432.00279301,39169586.03431589
891,2021-11-20 15:36:04,26185785.394944113,11470337.98387123,39786309.163844496
892,2021-11-20 15:36:09,26187335.882038277,10936685.089643562,39702499.06904973
893,2021-11-20 15:36:14,26188886.369132437,12934606.353418134,39001568.57842449
894,2021-11-20 15:36:19,26190436.8562266,12897048.294462794,40260544.84749216
895,2021-11-20 15:36:24,26191987.343320765,13192663.946891066,39433998.92118209
896,2021-11-20 15:36:29,26193537.830414925,12187716.781471511,39470564.07838111
897,2021-11-20 15:36:34,26195088.31750909,12271152.498094985,39342701.96279686
898,2021-11-20 15:36:39,26196638.80460325,12815100.929390687,39962642.40540855
899,2021-11-20 15:36:44,26200597.1456899,14056884.808679728,40510811.35071814
900,2021-11-20 15:36:49,26204555.48677655,11803032.139239244,40788886.97409086
901,2021-11-20 15:36:54,26208513.8278632,13255288.841457792,38567651.438927345
902,2021-11-20 15:36:59,26212472.16894985,12118143.469799131,39896541.8311758
903,2021-11-20 15:37:04,26216430.510036506,13257227.891380597,40843666.677593656
904,2021-11-20 15:37:09,26220388.851123154,12078474.924852075,41106903.97947631
905,2021-11-20 15:37:14,26224347.192209806,12698020.386609275,40428171.75777014
906,2021-11-20 15:37:19,26228305.533296462,12895554.234681157,39669640.87916253
907,2021-11-20 15:37:24,26232263.87438311,11866213.359656978,40268281.69999402
908,2021-11-20 15:37:29,26236222.215469763,13515043.540782146,40094886.18914205
909,2021-11-20 15:37:34,26240180.55655641,13933039.173496908,40170523.25414927
910,2021-11-20 15:37:39,26244138.897643067,13202305.89835933,40560055.91418739
911,2021-11-20 15:37:44,26248097.23872972,10844556.191818386,39597209.77307753
912,2021-11-20 15:37:49,26252055.579816367,12570962.399440307,39966757.48597945
913,2021-11-20 15:37:54,26256013.92090302,13213162.465840925,39541145.59654715
914,2021-11-20 15:37:59,26259972.26198967,11660760.981326824,40053503.69161697
915,2021-11-20 15:38:04,26263930.603076324,12471166.819507856,40398670.88228268
916,2021-11-20 15:38:09,26267888.944162972,11693387.940167423,40370107.04746115
917,2021-11-20 15:38:14,26271847.285249628,11397917.562299546,39813044.28523553
918,2021-11-20 15:38:19,26275805.62633628,13199947.684285304,40194800.0630224
919,2021-11-20 15:38:24,26279763.96742293,12385854.29878932,40242437.53598897
920,2021-11-20 15:38:29,26283722.30850958,13110571.873189844,39587321.630091935
921,2021-11-20 15:38:34,26287680.64959623,12493627.826631725,41560844.317394555
922,2021-11-20 15:38:39,26291638.990682885,12244905.261741593,39967784.24946496
923,2021-11-20 15:38:44,26295597.331769533,13385433.576481137,40865794.28182343
924,2021-11-20 15:38:49,26299555.672856186,12647003.802756447,40689085.575565256
925,2021-11-20 15:38:54,26303514.01394284,13633788.105152328,39909909.05563192
926,2021-11-20 15:38:59,26307472.35502949,12160283.104890108,40319388.60488964
927,2021-11-20 15:39:04,26311430.696116142,13130539.373947045,39629567.58062559
928,2021-11-20 15:39:09,26315389.03720279,12948699.74150571,41998733.1154519
929,2021-11-20 15:39:14,26319347.378289446,12985681.492762981,38946682.72320091
930,2021-11-20 15:39:19,26323305.719376095,10975168.745310267,39679076.79154429
931,2021-11-20 15:39:24,26327264.060462747,14185351.118498927,41617227.25316204
932,2021-11-20 15:39:29,26331222.4015494,13924657.552619113,41233285.86297082
933,2021-11-20 15:39:34,26335180.74263605,13539634.988580769,39250825.114495106
934,2021-11-20 15:39:39,26339139.083722703,12317106.034491722,40081475.95591288
935,2021-11-20 15:39:44,26343097.42480935,13167273.99603848,40477341.684766024
936,2021-11-20 15:39:49,26347055.765896007,11995337.84262192,41539802.97300801
937,2021-11-20 15:39:54,26351014.106982656,11688942.246667797,38860128.28425476
938,2021-11-20 15:39:59,26354972.448069308,12280491.074827453,40847697.05989117
939,2021-11-20 15:40:04,26358930.78915596,13047139.574211648,39430840.55785629
940,2021-11-20 15:40:09,26362889.13024261,13626788.890063645,40818937.752928406
941,2021-11-20 15:40:14,26366847.471329264,12126769.993562734,40228458.84923576
942,2021-11-20 15:40:19,26370805.812415913,11923872.532784719,41149641.086602315
943,2021-11-20 15:40:24,26374764.153502565,12158256.434533285,39850123.04206636
944,2021-11-20 15:40:29,26378722.49458922,13566989.236993317,41104814.91032744
945,2021-11-20 15:40:34,26382680.83567587,13132488.183513707,41026825.138347164
946,2021-11-20 15:40:39,26386639.17676252,11546309.340245547,38539672.17527807
947,2021-11-20 15:40:44,26390597.51784917,12957680.507574052,38694873.84517045
948,2021-11-20 15:40:49,26394555.858935826,13214401.99630441,38834097.09224971
949,2021-11-20 15:40:54,26398514.200022474,12647921.156985356,39976479.97538356
950,2021-11-20 15:40:59,26402472.541109126,11628443.821683196,41321357.4394554
951,2021-11-20 15:41:04,26406430.88219578,13957121.22290307,39727765.98388221
952,2021-11-20 15:41:09,26410389.22328243,12967099.029448908,40670761.72138455
953,2021-11-20 15:41:14,26414347.564369082,13073575.93796404,41166058.512994856
954,2021-11-20 15:41:19,26418305.90545573,13505839.99091779,40027222.99481475
955,2021-11-20 15:41:24,26422264.246542387,13261744.095223399,38449707.01617107
956,2021-11-20 15:41:29,26426222.587629035,12196370.659149023,39628602.45177277
957,2021-11-20 15:41:34,26430180.928715687,13375065.388033945,39622407.1620864
958,2021-11-20 15:41:39,26434139.26980234,11897924.947039338,40202214.34091437
959,2021-11-20 15:41:44,26438097.610888988,12942502.41060427,41637464.28880091
960,2021-11-20 15:41:49,26442055.951975644,11827355.789419018,40860812.78511998
961,2021-11-20 15:41:54,26446014.293062292,11748922.182887882,40268553.85536111
962,2021-11-20 15:41:59,26449972.634148944,13168762.48766958,39203861.60605395
963,2021-11-20 15:42:04,26453930.975235596,14104004.85835018,39390400.074125044
964,2021-11-20 15:42:09,26457889.31632225,12084275.718234567,40358913.540335216
965,2021-11-20 15:42:14,26461847.6574089,12860903.01934722,40334670.62850159
966,2021-11-20 15:42:19,26465805.99849555,12475168.469011394,38715687.201649554
967,2021-11-20 15:42:24,26469764.339582205,12991861.13705258,40456781.74909866
968,2021-11-20 15:42:29,26473873.005853254,13101283.3547669,40536004.166760586
969,2021-11-20 15:42:34,26477981.672124304,12562953.369347436,40442032.65896633
970,2021-11-20 15:42:39,26482090.338395353,13271587.903444266,38787711.17504419
971,2021-11-20 15:42:44,26486199.004666403,11804891.762547499,40377071.52353383
972,2021-11-20 15:42:49,26490307.670937456,13103124.056795763,41752567.18914105
973,2021-11-20 15:42:54,26494416.337208506,12136868.704814617,40990669.988025285
974,2021-11-20 15:42:59,26498525.003479555,12401211.849562464,39852421.065181814
975,2021-11-20 15:43:04,26502633.66975061,12260830.015270272,39793967.51466074
976,2021-11-20 15:43:09,26506742.336021654,12776611.109014004,41806239.17990371
977,2021-11-20 15:43:14,26510851.002292704,12587889.709111907,40700252.04818681
978,2021-11-20 15:43:19,26514959.668563757,12181457.119359598,39415661.89617557
979,2021-11-20 15:43:24,26519068.334834807,13094446.735831795,39586317.18496137
980,2021-11-20 15:43:29,26523177.001105856,12775255.139439732,39914687.72343656
981,2021-11-20 15:43:34,26527285.667376906,12312558.181719113,40098776.47425893
982,2021-11-20 15:43:39,26531394.333647955,13231769.404257355,39643532.94817599
983,2021-11-20 15:43:44,26535502.99991901,13458857.432942882,40547405.55096355
984,2021-11-20 15:43:49,26539611.666190058,10828207.745402103,40377608.00190491
985,2021-11-20 15:43:54,26543720.332461108,13470331.366127964,39519493.950582124
986,2021-11-20 15:43:59,26547828.99873216,13253726.335242603,40577957.66828995
987,2021-11-20 15:44:04,26551937.66500321,12992546.236668803,40759054.678715415
988,2021-11-20 15:44:09,26556046.331274256,13641496.992817573,40607688.756933406
989,2021-11-20 15:44:14,26560154.99754531,13229364.456965841,41280341.217526145
990,2021-11-20 15:44:19,26564263.66381636,14465603.882462393,40607276.675618365
